name,party_id,startDate,endDate
מנחם בדר,105,1949-02-14T00:00:00,1951-08-20T00:00:00
אריה בהיר,109,1949-02-14T00:00:00,1951-08-20T00:00:00
יוסף בורג,131,1949-02-14T00:00:00,1951-08-20T00:00:00
יצחק בן-אהרן,105,1949-02-14T00:00:00,1951-08-20T00:00:00
אריה בן-אליעזר,115,1949-02-14T00:00:00,1951-08-20T00:00:00
חיים בן-אשר,109,1949-02-14T00:00:00,1951-08-20T00:00:00
דוד בן-גוריון,109,1949-02-14T00:00:00,1951-08-20T00:00:00
מרדכי בנטוב,105,1949-02-14T00:00:00,1951-08-20T00:00:00
משה בן-עמי,119,1949-02-14T00:00:00,1951-08-20T00:00:00
יצחק בן-צבי,109,1949-02-14T00:00:00,1951-08-20T00:00:00
הרצל ברגר,109,1951-02-05T00:00:00,1951-08-20T00:00:00
ישראל בר-יהודה,105,1949-02-14T00:00:00,1951-08-20T00:00:00
דב בר-ניר,105,1949-02-14T00:00:00,1951-04-10T00:00:00
פרץ ברנשטיין,117,1949-02-14T00:00:00,1951-08-20T00:00:00
יוסף ברץ,109,1949-02-14T00:00:00,1951-08-20T00:00:00
דוד בר-רב-האי,109,1949-02-14T00:00:00,1951-08-20T00:00:00
רפאל בש,109,1951-05-21T00:00:00,1951-08-20T00:00:00
אמין ג'רג'ורה,111,1949-02-14T00:00:00,1951-08-20T00:00:00
עקיבא גוברין,109,1949-02-14T00:00:00,1951-08-20T00:00:00
אברהם גולדרט,131,1949-02-14T00:00:00,1951-08-20T00:00:00
ישראל גורי,109,1949-02-14T00:00:00,1951-08-20T00:00:00
שרגא גורן,109,1949-02-14T00:00:00,1951-08-20T00:00:00
יעקב גיל,117,1949-02-14T00:00:00,1951-08-20T00:00:00
זכריה גלוסקא,139,1949-02-14T00:00:00,1951-08-20T00:00:00
ישראל גלילי,105,1949-02-14T00:00:00,1951-08-20T00:00:00
אליהו-משה גנחובסקי,131,1949-02-14T00:00:00,1951-08-20T00:00:00
אהרן-יעקב גרינברג,131,1949-02-14T00:00:00,1951-08-20T00:00:00
אורי-צבי גרינברג,115,1949-02-14T00:00:00,1951-08-20T00:00:00
אברהם גרנות,123,1949-02-14T00:00:00,1951-08-20T00:00:00
יחיאל דובדבני,109,1949-02-14T00:00:00,1951-08-20T00:00:00
שמואל דיין,109,1949-02-14T00:00:00,1951-08-20T00:00:00
בן-ציון דינור,109,1949-02-14T00:00:00,1951-08-20T00:00:00
חסיה דרורי,109,1949-02-14T00:00:00,1951-08-20T00:00:00
דוד הכהן,109,1949-02-14T00:00:00,1951-08-20T00:00:00
אליהו הכרמלי,109,1949-02-14T00:00:00,1951-08-20T00:00:00
נטע הרפז,109,1949-02-14T00:00:00,1951-08-20T00:00:00
אברהם הרצפלד,109,1949-02-14T00:00:00,1951-08-20T00:00:00
יזהר הררי,123,1949-02-14T00:00:00,1951-08-20T00:00:00
מאיר וילנר,129,1949-02-14T00:00:00,1951-08-20T00:00:00
זרח ורהפטיג,131,1949-02-14T00:00:00,1951-08-20T00:00:00
ערי ז'בוטינסקי,115,1949-02-14T00:00:00,1951-08-20T00:00:00
אבא חושי,109,1949-02-14T00:00:00,1951-02-12T00:00:00
יעקב חזן,105,1949-02-14T00:00:00,1951-08-20T00:00:00
אברהם טביב,109,1949-02-14T00:00:00,1950-04-20T00:00:00
יצחק טבנקין,105,1949-02-14T00:00:00,1951-04-12T00:00:00
ז'ניה טברסקי,109,1951-02-05T00:00:00,1951-08-20T00:00:00
תופיק טובי,129,1949-02-14T00:00:00,1951-08-20T00:00:00
צבי יהודה,109,1949-02-14T00:00:00,1951-08-20T00:00:00
דב יוסף,109,1949-02-14T00:00:00,1951-08-20T00:00:00
נתן ילין-מור,125,1949-02-14T00:00:00,1951-08-20T00:00:00
מאיר יערי,105,1949-02-14T00:00:00,1951-08-20T00:00:00
ישראל ישעיהו-שרעבי,109,1951-02-12T00:00:00,1951-08-20T00:00:00
אידוב כהן,123,1949-02-14T00:00:00,1951-08-20T00:00:00
מנחם כהן,109,1951-05-19T00:00:00,1951-08-20T00:00:00
קלמן כהנא,131,1949-02-14T00:00:00,1951-08-20T00:00:00
רחל כהן-כגן,145,1949-02-14T00:00:00,1951-08-20T00:00:00
חיים כהן-מגורי,115,1949-02-14T00:00:00,1951-08-20T00:00:00
יונה כסה,109,1949-02-14T00:00:00,1951-08-20T00:00:00
שמואל כץ,115,1949-02-14T00:00:00,1951-08-20T00:00:00
פנחס לבון,109,1949-02-14T00:00:00,1951-08-20T00:00:00
שלמה לביא,109,1949-02-14T00:00:00,1951-08-20T00:00:00
מאיר-דוד לוונשטיין,131,1949-02-14T00:00:00,1951-08-20T00:00:00
יצחק-מאיר לוין,131,1949-02-14T00:00:00,1951-08-20T00:00:00
אליעזר ליבנה,109,1949-02-14T00:00:00,1951-08-20T00:00:00
דוד ליבשיץ,105,1951-04-12T00:00:00,1951-08-20T00:00:00
יוסף לם,109,1949-02-14T00:00:00,1951-05-21T00:00:00
חנה למדן,105,1949-02-14T00:00:00,1951-08-20T00:00:00
חיים לנדאו,115,1949-02-14T00:00:00,1951-08-20T00:00:00
אליהו לנקין,115,1949-02-14T00:00:00,1951-08-20T00:00:00
גולדה מאיר,109,1949-02-14T00:00:00,1951-08-20T00:00:00
אליהו מזור,131,1949-03-11T00:00:00,1951-08-20T00:00:00
יהודה לייב מימון,131,1949-02-14T00:00:00,1951-08-20T00:00:00
עדה מימון,109,1949-02-14T00:00:00,1951-08-20T00:00:00
בנימין מינץ,131,1949-02-14T00:00:00,1951-08-20T00:00:00
שמואל מיקוניס,129,1949-02-14T00:00:00,1951-08-20T00:00:00
יעקב מרידור,115,1949-02-14T00:00:00,1951-08-20T00:00:00
שמואל מרלין,115,1949-02-14T00:00:00,1951-08-20T00:00:00
מרדכי נורוק,131,1949-02-14T00:00:00,1951-08-20T00:00:00
נחום ניר-רפאלקס,105,1949-02-14T00:00:00,1951-08-20T00:00:00
פרץ נפתלי,109,1949-02-14T00:00:00,1951-08-20T00:00:00
דבורה נצר,109,1949-02-14T00:00:00,1951-08-20T00:00:00
יזהר סמילנסקי,109,1949-02-14T00:00:00,1951-08-20T00:00:00
משה סנה,105,1949-02-14T00:00:00,1951-08-20T00:00:00
יוסף ספיר,117,1949-02-14T00:00:00,1951-08-20T00:00:00
יוסף סרלין,117,1949-02-14T00:00:00,1951-08-20T00:00:00
ישעיהו פורדר,123,1949-02-14T00:00:00,1951-08-20T00:00:00
דוד-צבי פנקס,131,1949-02-14T00:00:00,1951-08-20T00:00:00
השל פרומקין,109,1949-02-14T00:00:00,1951-02-05T00:00:00
אליעזר פרי,105,1949-02-14T00:00:00,1951-08-20T00:00:00
אליעזר פרמינגר,129,1949-02-14T00:00:00,1949-06-08T00:00:00
אליעזר פרמינגר,977,1949-06-08T00:00:00,1949-08-15T00:00:00
אליעזר פרמינגר,105,1949-08-15T00:00:00,1951-08-20T00:00:00
שושנה פרסיץ,117,1949-02-14T00:00:00,1951-08-20T00:00:00
אהרן ציזלינג,105,1949-02-14T00:00:00,1951-08-20T00:00:00
הלל קוק,115,1949-02-14T00:00:00,1951-08-20T00:00:00
יעקב קליבנוב,117,1949-02-14T00:00:00,1951-08-20T00:00:00
משה קלמר,131,1949-02-14T00:00:00,1949-03-11T00:00:00
יצחק קנב,109,1950-04-20T00:00:00,1951-08-20T00:00:00
אליעזר קפלן,109,1949-02-14T00:00:00,1951-08-20T00:00:00
חנן רובין,105,1949-02-14T00:00:00,1951-08-20T00:00:00
פנחס רוזן,123,1949-02-14T00:00:00,1951-08-20T00:00:00
ישראל רוקח,117,1949-02-14T00:00:00,1951-08-20T00:00:00
אסתר רזיאל-נאור,115,1949-02-14T00:00:00,1951-08-20T00:00:00
יעקב ריפתין,105,1949-02-14T00:00:00,1951-08-20T00:00:00
דוד רמז,109,1949-02-14T00:00:00,1951-05-19T00:00:00
ברל רפטור,105,1949-02-14T00:00:00,1951-08-20T00:00:00
מנחם רצון,105,1951-04-10T00:00:00,1951-08-20T00:00:00
אברהם רקנטי,115,1949-02-14T00:00:00,1951-08-20T00:00:00
אברהם חיים שאג,131,1949-02-14T00:00:00,1951-08-20T00:00:00
זלמן שזר,109,1949-02-14T00:00:00,1951-08-20T00:00:00
בכור-שלום שיטרית,119,1949-02-14T00:00:00,1951-08-20T00:00:00
יהודית שמחונית,109,1949-02-14T00:00:00,1951-02-05T00:00:00
אריה שפטל,109,1949-02-14T00:00:00,1951-02-12T00:00:00
חיים משה שפירא,131,1949-02-14T00:00:00,1951-08-20T00:00:00
יוסף שפרינצק,109,1949-02-14T00:00:00,1951-08-20T00:00:00
ראובן שרי,109,1949-02-14T00:00:00,1951-08-20T00:00:00
משה שרת,109,1949-02-14T00:00:00,1951-08-20T00:00:00
אפרים תבורי,109,1949-02-14T00:00:00,1951-08-20T00:00:00
בנימין אבניאל,153,1951-08-20T00:00:00,1955-08-15T00:00:00
משה אונא,173,1951-08-20T00:00:00,1955-08-15T00:00:00
יעקב אורי,149,1951-08-20T00:00:00,1955-08-15T00:00:00
סיף-אלדין אלזועבי,151,1951-08-20T00:00:00,1955-08-15T00:00:00
ברוך אזניה,149,1951-08-20T00:00:00,1955-08-15T00:00:00
בבה אידלסון,149,1951-08-20T00:00:00,1955-08-15T00:00:00
עזרא איכילוב,155,1951-08-20T00:00:00,1955-08-15T00:00:00
אריה אלטמן,153,1951-08-20T00:00:00,1955-08-15T00:00:00
אליהו אלישר,183,1951-08-20T00:00:00,1951-09-10T00:00:00
אליהו אלישר,155,1951-09-10T00:00:00,1955-08-15T00:00:00
עמי אסף,149,1951-08-20T00:00:00,1955-08-15T00:00:00
יוסף אפרתי,149,1951-08-20T00:00:00,1955-08-15T00:00:00
מאיר ארגוב,149,1951-08-20T00:00:00,1955-08-15T00:00:00
חיים אריאב,155,1951-08-20T00:00:00,1955-08-15T00:00:00
משה ארם,147,1951-08-20T00:00:00,1954-08-23T00:00:00
משה ארם,163,1954-08-23T00:00:00,1955-08-15T00:00:00
זלמן ארן,149,1951-08-20T00:00:00,1955-08-15T00:00:00
לוי אשכול,149,1951-08-20T00:00:00,1955-08-15T00:00:00
שמחה בבה,155,1951-08-20T00:00:00,1955-08-15T00:00:00
מנחם בגין,153,1951-08-20T00:00:00,1955-08-15T00:00:00
יוחנן בדר,153,1951-08-20T00:00:00,1955-08-15T00:00:00
חיים בוגר,155,1951-08-20T00:00:00,1955-08-15T00:00:00
יוסף בורג,173,1951-08-20T00:00:00,1955-08-15T00:00:00
שמעון בז'רנו,155,1951-08-20T00:00:00,1955-08-15T00:00:00
יצחק בן-אהרן,147,1951-08-20T00:00:00,1954-08-23T00:00:00
יצחק בן-אהרן,163,1954-08-23T00:00:00,1955-08-15T00:00:00
אריה בן-אליעזר,153,1951-08-20T00:00:00,1953-07-06T00:00:00
חיים בן-אשר,149,1951-08-20T00:00:00,1955-08-15T00:00:00
דוד בן-גוריון,149,1951-08-20T00:00:00,1955-08-15T00:00:00
מרדכי בנטוב,147,1951-08-20T00:00:00,1955-08-15T00:00:00
זלמן בן-יעקב,171,1953-06-24T00:00:00,1955-08-15T00:00:00
שלמה-ישראל בן-מאיר,169,1952-08-14T00:00:00,1955-08-15T00:00:00
יצחק בן-צבי,149,1951-08-20T00:00:00,1952-12-08T00:00:00
רוסתם בסטוני,147,1951-08-20T00:00:00,1952-02-20T00:00:00
רוסתם בסטוני,979,1952-02-20T00:00:00,1954-11-01T00:00:00
רוסתם בסטוני,147,1954-11-01T00:00:00,1955-08-15T00:00:00
הרצל ברגר,149,1951-08-20T00:00:00,1955-08-15T00:00:00
ישראל בר-יהודה,147,1951-08-20T00:00:00,1954-08-23T00:00:00
ישראל בר-יהודה,163,1954-08-23T00:00:00,1955-08-15T00:00:00
אברהם ברמן,147,1951-08-20T00:00:00,1952-02-20T00:00:00
אברהם ברמן,979,1952-02-20T00:00:00,1954-11-01T00:00:00
אברהם ברמן,167,1954-11-01T00:00:00,1955-08-15T00:00:00
פרץ ברנשטיין,155,1951-08-20T00:00:00,1955-08-15T00:00:00
דוד בר-רב-האי,149,1951-08-20T00:00:00,1955-08-15T00:00:00
עקיבא גוברין,149,1951-08-20T00:00:00,1955-08-15T00:00:00
ישראל גורי,149,1951-08-20T00:00:00,1955-08-15T00:00:00
אליהו-משה גנחובסקי,173,1951-08-20T00:00:00,1955-08-15T00:00:00
שמעון גרידי,179,1951-08-20T00:00:00,1951-09-10T00:00:00
שמעון גרידי,155,1951-09-10T00:00:00,1955-06-29T00:00:00
שמעון גרידי,179,1955-06-29T00:00:00,1955-08-15T00:00:00
אברהם גרנות,161,1951-08-20T00:00:00,1951-09-10T00:00:00
אברהם דויטש,171,1951-08-20T00:00:00,1953-05-25T00:00:00
שמואל דיין,149,1951-08-20T00:00:00,1955-08-15T00:00:00
דוד הכהן,149,1951-08-20T00:00:00,1953-12-01T00:00:00
אליהו הכרמלי,149,1951-08-20T00:00:00,1952-12-21T00:00:00
שלמה הלל,149,1952-12-21T00:00:00,1955-08-15T00:00:00
יחזקאל הן,149,1951-08-20T00:00:00,1952-04-04T00:00:00
בן-ציון הראל,155,1951-08-20T00:00:00,1955-08-15T00:00:00
אברהם הרצפלד,149,1951-08-20T00:00:00,1955-08-15T00:00:00
יזהר הררי,161,1951-08-20T00:00:00,1955-08-15T00:00:00
אסתר וילנסקה,167,1951-08-20T00:00:00,1955-08-15T00:00:00
מאיר וילנר,167,1951-08-20T00:00:00,1955-08-15T00:00:00
זרח ורהפטיג,173,1951-08-20T00:00:00,1955-08-15T00:00:00
שלום זיסמן,155,1951-08-20T00:00:00,1955-08-15T00:00:00
סאלח חניפס,181,1951-08-20T00:00:00,1955-08-15T00:00:00
אמיל חביבי,167,1951-08-20T00:00:00,1955-08-15T00:00:00
יעקב חזן,147,1951-08-20T00:00:00,1955-08-15T00:00:00
מיכאל חזני,173,1951-08-20T00:00:00,1955-08-15T00:00:00
פארס חמדאן,159,1951-08-20T00:00:00,1955-08-15T00:00:00
נחום חת,155,1951-08-20T00:00:00,1955-08-15T00:00:00
ז'ניה טברסקי,149,1951-08-20T00:00:00,1955-08-15T00:00:00
תופיק טובי,167,1951-08-20T00:00:00,1955-08-15T00:00:00
דב יוסף,149,1951-08-20T00:00:00,1955-08-15T00:00:00
מאיר יערי,147,1951-08-20T00:00:00,1955-08-15T00:00:00
ישראל ישעיהו-שרעבי,149,1951-08-20T00:00:00,1955-08-15T00:00:00
אידוב כהן,161,1951-09-10T00:00:00,1955-08-15T00:00:00
קלמן כהנא,165,1951-08-20T00:00:00,1955-08-15T00:00:00
חיים כהן-מגורי,153,1953-07-06T00:00:00,1955-08-15T00:00:00
אברהם כלפון,149,1952-07-13T00:00:00,1955-08-15T00:00:00
יונה כסה,149,1951-08-20T00:00:00,1955-08-15T00:00:00
שרה כפרית,149,1951-08-20T00:00:00,1955-08-15T00:00:00
בת-שבע כצנלסון,155,1951-08-20T00:00:00,1955-08-15T00:00:00
פנחס לבון,149,1951-08-20T00:00:00,1955-08-15T00:00:00
שלמה לביא,149,1951-08-20T00:00:00,1955-08-15T00:00:00
קדיש לוז,149,1951-08-20T00:00:00,1955-08-15T00:00:00
יצחק-מאיר לוין,171,1951-08-20T00:00:00,1955-08-15T00:00:00
שלמה לורינץ,171,1951-08-20T00:00:00,1955-08-15T00:00:00
אליעזר ליבנה,149,1951-08-20T00:00:00,1955-08-15T00:00:00
דוד ליבשיץ,147,1951-08-20T00:00:00,1953-01-20T00:00:00
דוד ליבשיץ,978,1953-01-20T00:00:00,1954-01-13T00:00:00
דוד ליבשיץ,149,1954-01-13T00:00:00,1955-08-15T00:00:00
חנה למדן,147,1951-08-20T00:00:00,1953-01-20T00:00:00
חנה למדן,978,1953-01-20T00:00:00,1954-01-13T00:00:00
חנה למדן,149,1954-01-13T00:00:00,1955-08-15T00:00:00
חיים לנדאו,153,1951-08-20T00:00:00,1955-08-15T00:00:00
גולדה מאיר,149,1951-08-20T00:00:00,1955-08-15T00:00:00
ג'בר מועדי,151,1951-08-20T00:00:00,1955-08-15T00:00:00
עדה מימון,149,1951-08-20T00:00:00,1955-08-15T00:00:00
בנימין מינץ,165,1951-08-20T00:00:00,1955-08-15T00:00:00
שמואל מיקוניס,167,1951-08-20T00:00:00,1955-08-15T00:00:00
יעקב מרידור,153,1951-08-20T00:00:00,1951-11-02T00:00:00
מרדכי נורוק,169,1951-08-20T00:00:00,1955-08-15T00:00:00
יעקב ניצני,149,1952-12-08T00:00:00,1955-08-15T00:00:00
מרדכי נמיר,149,1951-08-20T00:00:00,1955-08-15T00:00:00
פרץ נפתלי,149,1951-08-20T00:00:00,1955-08-15T00:00:00
דבורה נצר,149,1951-08-20T00:00:00,1955-08-15T00:00:00
זלמן סוזאייב,155,1951-08-20T00:00:00,1955-08-15T00:00:00
אברהם סטופ,155,1951-08-20T00:00:00,1955-08-15T00:00:00
יזהר סמילנסקי,149,1951-08-20T00:00:00,1955-08-15T00:00:00
משה סנה,147,1951-08-20T00:00:00,1952-02-20T00:00:00
משה סנה,979,1952-02-20T00:00:00,1954-11-01T00:00:00
משה סנה,167,1954-11-01T00:00:00,1955-08-15T00:00:00
יוסף ספיר,155,1951-08-20T00:00:00,1955-08-15T00:00:00
יוסף סרלין,155,1951-08-20T00:00:00,1955-08-15T00:00:00
ישעיהו פורדר,161,1951-09-10T00:00:00,1955-08-15T00:00:00
ראובן פלדמן,149,1951-08-20T00:00:00,1955-08-15T00:00:00
ג'ורג' פלש,155,1951-08-20T00:00:00,1955-08-15T00:00:00
דוד-צבי פנקס,169,1951-08-20T00:00:00,1952-08-14T00:00:00
אליעזר פרי,147,1951-08-20T00:00:00,1955-08-15T00:00:00
שלמה פרלשטיין,155,1951-08-20T00:00:00,1955-08-15T00:00:00
שושנה פרסיץ,155,1951-08-20T00:00:00,1955-08-15T00:00:00
רחל צברי,149,1952-04-04T00:00:00,1955-08-15T00:00:00
אהרן ציזלינג,147,1951-08-20T00:00:00,1954-08-23T00:00:00
אהרן ציזלינג,163,1954-08-23T00:00:00,1955-08-15T00:00:00
משה קול,161,1951-08-20T00:00:00,1951-09-10T00:00:00
יעקב קליבנוב,155,1951-08-20T00:00:00,1955-08-15T00:00:00
משה קלמר,173,1951-08-20T00:00:00,1955-08-15T00:00:00
ברוך קמין,149,1953-12-01T00:00:00,1955-08-15T00:00:00
מסעד קסיס,151,1951-08-20T00:00:00,1955-08-15T00:00:00
אליעזר קפלן,149,1951-08-20T00:00:00,1952-07-13T00:00:00
חנן רובין,147,1951-08-20T00:00:00,1955-08-15T00:00:00
פנחס רוזן,161,1951-08-20T00:00:00,1955-08-15T00:00:00
ישראל רוקח,155,1951-08-20T00:00:00,1955-08-15T00:00:00
אסתר רזיאל-נאור,153,1951-08-20T00:00:00,1955-08-15T00:00:00
אלימלך-שמעון רימלט,155,1951-08-20T00:00:00,1955-08-15T00:00:00
יעקב ריפתין,147,1951-08-20T00:00:00,1955-08-15T00:00:00
יצחק רפאל,173,1951-08-20T00:00:00,1955-08-15T00:00:00
אליעזר שוסטק,153,1951-11-02T00:00:00,1955-08-15T00:00:00
זלמן שזר,149,1951-08-20T00:00:00,1955-08-15T00:00:00
בכור-שלום שיטרית,149,1951-08-20T00:00:00,1955-08-15T00:00:00
חיים משה שפירא,173,1951-08-20T00:00:00,1955-08-15T00:00:00
יעקב-שמשון שפירא,149,1951-08-20T00:00:00,1955-08-15T00:00:00
זאב שפר,149,1951-08-20T00:00:00,1955-08-15T00:00:00
יוסף שפרינצק,149,1951-08-20T00:00:00,1955-08-15T00:00:00
ראובן שרי,149,1951-08-20T00:00:00,1955-08-15T00:00:00
משה שרת,149,1951-08-20T00:00:00,1955-08-15T00:00:00
בנימין ששון-סילס,183,1951-08-20T00:00:00,1951-09-10T00:00:00
בנימין ששון-סילס,155,1951-09-10T00:00:00,1955-08-15T00:00:00
אפרים תבורי,149,1951-08-20T00:00:00,1955-08-15T00:00:00
בנימין אבניאל,193,1955-08-15T00:00:00,1959-11-30T00:00:00
אהוד אבריאל,189,1955-08-15T00:00:00,1957-07-31T00:00:00
מרדכי אולמרט,193,1955-08-15T00:00:00,1959-11-30T00:00:00
משה אונא,207,1955-08-15T00:00:00,1955-10-31T00:00:00
משה אונא,982,1955-10-31T00:00:00,1957-01-22T00:00:00
משה אונא,981,1957-01-22T00:00:00,1959-11-30T00:00:00
סיף-אלדין אלזועבי,191,1955-08-15T00:00:00,1956-02-13T00:00:00
ברוך אזניה,189,1955-08-15T00:00:00,1959-11-30T00:00:00
בבה אידלסון,189,1955-08-15T00:00:00,1959-11-30T00:00:00
עזרא איכילוב,195,1955-08-15T00:00:00,1959-11-30T00:00:00
יגאל אלון,203,1955-08-15T00:00:00,1959-11-30T00:00:00
אריה אלטמן,193,1955-08-15T00:00:00,1959-11-30T00:00:00
יוסף-אהרון אלמוגי,189,1955-08-15T00:00:00,1959-11-30T00:00:00
ירחמיאל אסא,203,1958-09-17T00:00:00,1959-11-30T00:00:00
עמי אסף,189,1955-08-15T00:00:00,1959-11-30T00:00:00
יוסף אפרתי,189,1955-08-15T00:00:00,1959-11-30T00:00:00
מאיר ארגוב,189,1955-08-15T00:00:00,1959-11-30T00:00:00
בנימין ארדיטי,193,1955-08-15T00:00:00,1959-11-30T00:00:00
חיים אריאב,195,1955-08-15T00:00:00,1957-06-16T00:00:00
משה ארם,203,1955-08-15T00:00:00,1959-11-30T00:00:00
זלמן ארן,189,1955-08-15T00:00:00,1959-11-30T00:00:00
לוי אשכול,189,1955-08-15T00:00:00,1959-11-30T00:00:00
שמחה בבה,195,1955-08-15T00:00:00,1959-11-30T00:00:00
מנחם בגין,193,1955-08-15T00:00:00,1959-11-30T00:00:00
יוחנן בדר,193,1955-08-15T00:00:00,1959-11-30T00:00:00
אריה בהיר,189,1955-08-15T00:00:00,1959-11-30T00:00:00
יוסף בורג,207,1955-08-15T00:00:00,1955-10-31T00:00:00
יוסף בורג,982,1955-10-31T00:00:00,1957-01-22T00:00:00
יוסף בורג,981,1957-01-22T00:00:00,1959-11-30T00:00:00
שמעון בז'רנו,195,1955-08-15T00:00:00,1959-11-30T00:00:00
יצחק בן-אהרן,203,1955-08-15T00:00:00,1959-11-30T00:00:00
אריה בן-אליעזר,193,1955-08-15T00:00:00,1959-11-30T00:00:00
דוד בן-גוריון,189,1955-08-15T00:00:00,1959-11-30T00:00:00
מרדכי בנטוב,185,1955-08-15T00:00:00,1959-11-30T00:00:00
זלמן בן-יעקב,209,1955-08-15T00:00:00,1955-11-03T00:00:00
זלמן בן-יעקב,980,1955-11-03T00:00:00,1959-03-02T00:00:00
שלמה-ישראל בן-מאיר,207,1955-08-15T00:00:00,1955-10-31T00:00:00
שלמה-ישראל בן-מאיר,982,1955-10-31T00:00:00,1957-01-22T00:00:00
שלמה-ישראל בן-מאיר,981,1957-01-22T00:00:00,1959-11-30T00:00:00
אהרן בקר,189,1955-08-15T00:00:00,1956-10-01T00:00:00
הרצל ברגר,189,1955-08-15T00:00:00,1959-11-30T00:00:00
ישראל ברזילי,185,1955-08-15T00:00:00,1959-11-30T00:00:00
ישראל בר-יהודה,203,1955-08-15T00:00:00,1959-11-30T00:00:00
פרץ ברנשטיין,195,1955-08-15T00:00:00,1959-11-30T00:00:00
דוד בר-רב-האי,189,1956-10-24T00:00:00,1959-11-30T00:00:00
עקיבא גוברין,189,1955-08-15T00:00:00,1959-11-30T00:00:00
ישראל גורי,189,1955-08-15T00:00:00,1959-11-30T00:00:00
ישראל גלילי,203,1955-08-15T00:00:00,1959-11-30T00:00:00
שלמה-יעקב גרוס,980,1959-03-02T00:00:00,1959-11-30T00:00:00
אהרן-יעקב גרינברג,207,1955-08-15T00:00:00,1955-10-31T00:00:00
אהרן-יעקב גרינברג,982,1955-10-31T00:00:00,1957-01-22T00:00:00
אהרן-יעקב גרינברג,981,1957-01-22T00:00:00,1959-11-30T00:00:00
עמוס דגני,189,1957-12-19T00:00:00,1959-11-30T00:00:00
שמואל דיין,189,1955-08-15T00:00:00,1959-11-30T00:00:00
דוד הכהן,189,1955-08-15T00:00:00,1959-11-30T00:00:00
שלמה הלל,189,1955-08-15T00:00:00,1959-07-06T00:00:00
רות הקטין,203,1955-08-15T00:00:00,1959-11-30T00:00:00
בן-ציון הראל,195,1955-08-15T00:00:00,1959-11-30T00:00:00
אברהם הרצפלד,189,1955-08-15T00:00:00,1959-11-30T00:00:00
יזהר הררי,199,1955-08-15T00:00:00,1959-11-30T00:00:00
אסתר וילנסקה,205,1955-08-15T00:00:00,1959-11-30T00:00:00
מאיר וילנר,205,1955-08-15T00:00:00,1959-11-30T00:00:00
זרח ורהפטיג,207,1955-08-15T00:00:00,1955-10-31T00:00:00
זרח ורהפטיג,982,1955-10-31T00:00:00,1957-01-22T00:00:00
זרח ורהפטיג,981,1957-01-22T00:00:00,1959-11-30T00:00:00
פריג'ה זוארץ,207,1955-08-15T00:00:00,1955-10-31T00:00:00
פריג'ה זוארץ,982,1955-10-31T00:00:00,1957-01-22T00:00:00
פריג'ה זוארץ,981,1957-01-22T00:00:00,1959-11-30T00:00:00
יוסף חמיס,185,1955-09-21T00:00:00,1959-11-30T00:00:00
סאלח חניפס,211,1955-08-15T00:00:00,1959-11-30T00:00:00
אמיל חביבי,205,1955-08-15T00:00:00,1959-11-30T00:00:00
יעקב חזן,185,1955-08-15T00:00:00,1959-11-30T00:00:00
מיכאל חזני,207,1955-08-15T00:00:00,1955-10-31T00:00:00
מיכאל חזני,982,1955-10-31T00:00:00,1957-01-22T00:00:00
מיכאל חזני,981,1957-01-22T00:00:00,1959-11-30T00:00:00
פארס חמדאן,197,1955-08-15T00:00:00,1959-11-30T00:00:00
יצחק טבנקין,203,1955-08-15T00:00:00,1958-06-09T00:00:00
ז'ניה טברסקי,189,1959-07-06T00:00:00,1959-11-30T00:00:00
תופיק טובי,205,1955-08-15T00:00:00,1959-11-30T00:00:00
חיים יהודה,185,1955-08-15T00:00:00,1959-11-30T00:00:00
שמשון יוניצ'מן,193,1955-08-15T00:00:00,1959-11-30T00:00:00
דב יוסף,189,1955-08-15T00:00:00,1959-11-30T00:00:00
סנטה יוספטל,189,1955-08-15T00:00:00,1956-10-24T00:00:00
מאיר יערי,185,1955-08-15T00:00:00,1959-11-30T00:00:00
יצחק יצחקי,185,1955-08-15T00:00:00,1955-09-21T00:00:00
ישראל ישעיהו-שרעבי,189,1955-08-15T00:00:00,1959-11-30T00:00:00
"יעקב כ""ץ",209,1955-08-15T00:00:00,1955-11-03T00:00:00
"יעקב כ""ץ",980,1955-11-03T00:00:00,1959-11-30T00:00:00
אידוב כהן,199,1955-08-15T00:00:00,1959-11-30T00:00:00
יוחנן כהן,199,1957-10-28T00:00:00,1959-11-30T00:00:00
קלמן כהנא,209,1955-08-15T00:00:00,1955-11-03T00:00:00
קלמן כהנא,980,1955-11-03T00:00:00,1959-11-30T00:00:00
חיים כהן-מגורי,193,1955-08-15T00:00:00,1959-11-30T00:00:00
יונה כסה,189,1955-08-15T00:00:00,1959-11-30T00:00:00
שרה כפרית,189,1955-08-15T00:00:00,1959-11-30T00:00:00
משה כרמל,203,1958-06-09T00:00:00,1959-11-30T00:00:00
פנחס לבון,189,1955-08-15T00:00:00,1959-11-30T00:00:00
קדיש לוז,189,1955-08-15T00:00:00,1959-11-30T00:00:00
יצחק-מאיר לוין,209,1955-08-15T00:00:00,1955-11-03T00:00:00
יצחק-מאיר לוין,980,1955-11-03T00:00:00,1959-11-30T00:00:00
נחום לוין,193,1955-08-15T00:00:00,1959-11-30T00:00:00
ברל לוקר,189,1955-08-15T00:00:00,1959-11-30T00:00:00
שלמה לורינץ,209,1955-08-15T00:00:00,1955-11-03T00:00:00
