,date,file_path,debate_title,country
21,2010-06-07,Data/speeches/UK/uilding Schools for the Future (Nottinghamshire) 2010-06-07.json,Building Schools for the Future (Nottinghamshire),2.0
22,2010-06-07,Data/speeches/UK/uilding Schools for the Future 2010-06-07 (1).json,Building Schools for the Future,2.0
23,2010-06-07,Data/speeches/UK/uilding Schools for the Future 2010-06-07.json,Building Schools for the Future,2.0
24,2010-05-27,Data/speeches/UK/usiness of the House 2010-05-27.json,Business of the House,2.0
25,2010-06-03,Data/speeches/UK/usiness of the House 2010-06-03.json,Business of the House,2.0
26,2010-05-26,Data/tmp_text_files/UK/Business without Debate 2010-05-26.txt,,
27,2010-06-03,Data/speeches/UK/usiness without Debate 2010-06-03.json,Business without Debate,2.0
28,2010-06-07,Data/tmp_text_files/UK/Business without Debate 2010-06-07.txt,,
29,2010-06-08,Data/tmp_text_files/UK/Business without Debate 2010-06-08.txt,,
30,2010-06-03,"Data/speeches/UK/usiness, Innovation and Skills 2010-06-03.json","Business, Innovation and Skills",2.0
31,2010-06-02,Data/speeches/UK/aucasus 2010-06-02.json,Caucasus,2.0
32,2010-05-25,Data/tmp_text_files/UK/Chairman of     Committees 2010-05-25.txt,,
33,2010-06-08,Data/speeches/UK/hild Poverty 2010-06-08.json,Child Poverty,2.0
34,2010-06-07,Data/speeches/UK/hildren’s and Youth Services 2010-06-07.json,Children’s and Youth Services,2.0
35,2010-05-26,Data/speeches/UK/hristopher Rochester 2010-05-26.json,Christopher Rochester,2.0
36,2010-06-02,Data/speeches/UK/ommissioner for Standards 2010-06-02.json,Commissioner for Standards,2.0
37,2010-05-26,Data/tmp_text_files/UK/Committee of Selection 2010-05-26.txt,,
38,2010-05-24,Data/tmp_text_files/UK/Commons Chamber 2010-05-24.txt,,
39,2010-05-25,Data/speeches/UK/ommons Chamber 2010-05-25.json,Commons Chamber,2.0
40,2010-05-26,Data/speeches/UK/ommons Chamber 2010-05-26.json,Commons Chamber,2.0
41,2010-05-27,Data/speeches/UK/ommons Chamber 2010-05-27.json,Commons Chamber,2.0
42,2010-06-02,Data/speeches/UK/ommons Chamber 2010-06-02.json,Commons Chamber,2.0
43,2010-06-03,Data/speeches/UK/ommons Chamber 2010-06-03.json,Commons Chamber,2.0
44,2010-06-07,Data/speeches/UK/ommons Chamber 2010-06-07.json,Commons Chamber,2.0
45,2010-06-08,Data/speeches/UK/ommons Chamber 2010-06-08.json,Commons Chamber,2.0
46,2010-06-07,Data/speeches/UK/onstitution and Home Affairs 2010-06-07.json,Constitution and Home Affairs,2.0
47,2010-06-08,Data/speeches/UK/onsultants 2010-06-08.json,Consultants,2.0
48,2010-05-26,Data/tmp_text_files/UK/Contaminated Blood (Support for Infected and Bereaved Persons) Bill [HL] 2010-05-26.txt,,
49,2010-06-03,Data/speeches/UK/rossrail 2010-06-03.json,Crossrail,2.0
50,2010-06-03,Data/speeches/UK/umbrian Shooting Incident 2010-06-03.json,Cumbrian Shooting Incident,2.0
51,2010-05-25,Data/tmp_text_files/UK/Death of Members 2010-05-25.txt,,
52,2010-05-25,Data/speeches/UK/ebate on the Address 2010-05-25.json,Debate on the Address,2.0
53,2010-05-26,Data/tmp_text_files/UK/Debate on the Address 2010-05-26.txt,,
54,2010-05-27,Data/tmp_text_files/UK/Debate on the Address 2010-05-27.txt,,
55,2010-06-02,Data/tmp_text_files/UK/Debate on the Address 2010-06-02.txt,,
56,2010-06-07,Data/tmp_text_files/UK/Debate on the Address 2010-06-07.txt,,
57,2010-06-08,Data/tmp_text_files/UK/Debate on the Address 2010-06-08.txt,,
58,2010-05-26,Data/tmp_text_files/UK/Defamation Bill [HL] 2010-05-26.txt,,
59,2010-06-02,Data/speeches/UK/epartmental Aid Programmes 2010-06-02 (1).json,Departmental Aid Programmes,2.0
60,2010-06-02,Data/speeches/UK/epartmental Aid Programmes 2010-06-02.json,Departmental Aid Programmes,2.0
61,2010-06-02,Data/speeches/UK/epartmental Expenditure 2010-06-02.json,Departmental Expenditure,2.0
62,2010-06-02,Data/tmp_text_files/UK/Deputy Chairmen of Committees 2010-06-02.txt,,
63,2010-05-25,Data/tmp_text_files/UK/Deputy Speakers 2010-05-25.txt,,
64,2010-06-08,Data/speeches/UK/evolved Administrations 2010-06-08.json,Devolved Administrations,2.0
65,2010-05-25,Data/speeches/UK/issolution of Parliament 2010-05-25.json,Dissolution of Parliament,2.0
66,2010-05-26,Data/tmp_text_files/UK/Dog Control Bill [HL] 2010-05-26.txt,,
67,2010-06-08,Data/speeches/UK/conomic Affairs and Work and Pensions 2010-06-08.json,Economic Affairs and Work and Pensions,2.0
68,2010-06-08,Data/speeches/UK/conomic Growth 2010-06-08 (1).json,Economic Growth,2.0
69,2010-06-08,Data/speeches/UK/conomic Growth 2010-06-08 (2).json,Economic Growth,2.0
70,2010-06-08,Data/speeches/UK/conomic Growth 2010-06-08.json,Economic Growth,2.0
71,2010-06-07,Data/speeches/UK/conomy 2010-06-07.json,Economy,2.0
72,2010-06-07,Data/speeches/UK/ducation 2010-06-07.json,Education,2.0
73,2010-06-02,Data/speeches/UK/ducation and Health 2010-06-02.json,Education and Health,2.0
74,2010-06-03,Data/speeches/UK/mployment Law 2010-06-03.json,Employment Law,2.0
75,2010-05-27,"Data/speeches/UK/nergy and Environment, Food and Rural Affairs 2010-05-27.json","Energy and Environment, Food and Rural Affairs",2.0
76,2010-06-03,Data/speeches/UK/nergy_ Nuclear Power 2010-06-03.json,Energy: Nuclear Power,2.0
77,2010-06-02,Data/speeches/UK/ngagements 2010-06-02 (1).json,Engagements,2.0
78,2010-06-02,Data/speeches/UK/ngagements 2010-06-02.json,Engagements,2.0
79,2010-06-08,Data/speeches/UK/quitable Life 2010-06-08.json,Equitable Life,2.0
80,2010-06-03,Data/speeches/UK/uropean Affairs 2010-06-03.json,European Affairs,2.0
81,2010-06-08,Data/speeches/UK/uropean Union_ Debts 2010-06-08.json,European Union: Debts,2.0
82,2010-06-02,Data/speeches/UK/emale Genital Mutilation 2010-06-02.json,Female Genital Mutilation,2.0
83,2010-06-03,Data/speeches/UK/lexible Working 2010-06-03.json,Flexible Working,2.0
84,2010-05-26,Data/speeches/UK/oreign Affairs and Defence 2010-05-26.json,Foreign Affairs and Defence,2.0
85,2010-06-02,Data/speeches/UK/aza Flotilla 2010-06-02 (1).json,Gaza Flotilla,2.0
86,2010-06-02,Data/speeches/UK/aza Flotilla 2010-06-02.json,Gaza Flotilla,2.0
87,2010-05-26,Data/speeches/UK/overnment Spending 2010-05-26.json,Government Spending,2.0
88,2010-05-26,Data/speeches/UK/overnment Spending Cuts 2010-05-26.json,Government Spending Cuts,2.0
89,2010-06-02,Data/speeches/UK/ealth_ Contaminated Blood Products 2010-06-02.json,Health: Contaminated Blood Products,2.0
90,2010-06-03,Data/speeches/UK/ealth_ Dementia 2010-06-03.json,Health: Dementia,2.0
91,2010-06-03,Data/speeches/UK/igher Education Funding 2010-06-03.json,Higher Education Funding,2.0
92,2010-05-24,Data/tmp_text_files/UK/House of Commons 2010-05-24.txt,,
93,2010-05-25,Data/tmp_text_files/UK/House of Commons 2010-05-25.txt,,
94,2010-05-26,Data/tmp_text_files/UK/House of Commons 2010-05-26.txt,,
95,2010-05-27,Data/tmp_text_files/UK/House of Commons 2010-05-27.txt,,
96,2010-06-02,Data/tmp_text_files/UK/House of Commons 2010-06-02.txt,,
97,2010-06-03,Data/tmp_text_files/UK/House of Commons 2010-06-03.txt,,
98,2010-06-07,Data/tmp_text_files/UK/House of Commons 2010-06-07.txt,,
99,2010-06-08,Data/tmp_text_files/UK/House of Commons 2010-06-08.txt,,
100,2010-05-25,Data/tmp_text_files/UK/House of Lords 2010-05-25.txt,,
101,2010-05-26,Data/tmp_text_files/UK/House of Lords 2010-05-26.txt,,
102,2010-05-27,Data/tmp_text_files/UK/House of Lords 2010-05-27.txt,,
103,2010-06-02,Data/tmp_text_files/UK/House of Lords 2010-06-02.txt,,
104,2010-06-03,Data/tmp_text_files/UK/House of Lords 2010-06-03.txt,,
105,2010-06-07,Data/tmp_text_files/UK/House of Lords 2010-06-07.txt,,
106,2010-06-08,Data/tmp_text_files/UK/House of Lords 2010-06-08.txt,,
107,2010-05-26,Data/tmp_text_files/UK/House of Lords Reform Bill [HL] 2010-05-26.txt,,
108,2010-06-08,Data/speeches/UK/ouse of Lords Reform_ Committee Membership 2010-06-08.json,House of Lords Reform: Committee Membership,2.0
109,2010-06-08,Data/speeches/UK/ousing policy 2010-06-08.json,Housing policy,2.0
110,2010-06-03,Data/tmp_text_files/UK/Hybrid Instruments 2010-06-03.txt,,
111,2010-06-03,Data/speeches/UK/mmigration 2010-06-03.json,Immigration,2.0
112,2010-06-02,Data/speeches/UK/mmigration_ Detention of Children 2010-06-02.json,Immigration: Detention of Children,2.0
113,2010-06-02,Data/speeches/UK/ntegrated Health Care 2010-06-02.json,Integrated Health Care,2.0
114,2010-06-02,Data/speeches/UK/nternational Development 2010-06-02.json,International Development,2.0
115,2010-05-27,Data/tmp_text_files/UK/Introduction_ Lord Hill of Oareford 2010-05-27.txt,,
116,2010-06-03,Data/tmp_text_files/UK/Introduction_ Lord Wei 2010-06-03.txt,,
117,2010-05-27,Data/tmp_text_files/UK/Introduction_ The Lord Bishop of Guildford 2010-05-27.txt,,
118,2010-06-08,Data/speeches/UK/srael and Gaza 2010-06-08.json,Israel and Gaza,2.0
119,2010-06-02,Data/speeches/UK/orean Peninsula_ “Cheonan” 2010-06-02.json,Korean Peninsula: “Cheonan”,2.0
120,2010-05-26,Data/tmp_text_files/UK/Local Government Bill [HL] 2010-05-26.txt,,
121,2010-06-08,Data/speeches/UK/ocal Government Bill [HL] 2010-06-08.json,Local Government Bill [HL],2.0
122,2010-05-25,Data/speeches/UK/ords Chamber 2010-05-25.json,Lords Chamber,2.0
123,2010-05-26,Data/speeches/UK/ords Chamber 2010-05-26.json,Lords Chamber,2.0
124,2010-05-27,Data/speeches/UK/ords Chamber 2010-05-27.json,Lords Chamber,2.0
125,2010-06-02,Data/speeches/UK/ords Chamber 2010-06-02.json,Lords Chamber,2.0
126,2010-06-03,Data/speeches/UK/ords Chamber 2010-06-03.json,Lords Chamber,2.0
127,2010-06-07,Data/speeches/UK/ords Chamber 2010-06-07.json,Lords Chamber,2.0
128,2010-06-08,Data/speeches/UK/ords Chamber 2010-06-08.json,Lords Chamber,2.0
129,2010-06-02,Data/speeches/UK/alaria 2010-06-02.json,Malaria,2.0
130,2010-05-26,Data/tmp_text_files/UK/Marine Navigation Aids Bill [HL] 2010-05-26.txt,,
131,2010-06-02,Data/tmp_text_files/UK/Member Sworn 2010-06-02.txt,,
132,2010-06-07,Data/tmp_text_files/UK/Member Sworn 2010-06-07.txt,,
133,2010-05-25,Data/tmp_text_files/UK/Members of the House 2010-05-25.txt,,
134,2010-05-24,Data/tmp_text_files/UK/Members Sworn 2010-05-24.txt,,
135,2010-05-25,Data/tmp_text_files/UK/Members Sworn 2010-05-25.txt,,
136,2010-06-02,Data/speeches/UK/ral Answers to Questions 2010-06-02.json,Oral Answers to Questions,2.0
137,2010-06-03,Data/speeches/UK/ral Answers to Questions 2010-06-03 (1).json,Oral Answers to Questions,2.0
138,2010-06-03,Data/speeches/UK/ral Answers to Questions 2010-06-03.json,Oral Answers to Questions,2.0
139,2010-06-07,Data/speeches/UK/ral Answers to Questions 2010-06-07.json,Oral Answers to Questions,2.0
140,2010-06-08,Data/speeches/UK/ral Answers to Questions 2010-06-08.json,Oral Answers to Questions,2.0
141,2010-06-02,Data/speeches/UK/akistan 2010-06-02.json,Pakistan,2.0
142,2010-06-07,Data/tmp_text_files/UK/pAY FOR cHAIRS OF sELECT committees 2010-06-07.txt,,
143,2010-06-08,Data/tmp_text_files/UK/petition 2010-06-08.txt,,
144,2010-05-26,Data/speeches/UK/oint of Order 2010-05-26.json,Point of Order,2.0
145,2010-06-08,Data/speeches/UK/oint of Order 2010-06-08.json,Point of Order,2.0
146,2010-05-27,Data/speeches/UK/oints of Order 2010-05-27.json,Points of Order,2.0
147,2010-06-07,Data/speeches/UK/olitical and Constitutional Reform Committee 2010-06-07.json,Political and Constitutional Reform Committee,2.0
148,2010-05-24,Data/tmp_text_files/UK/Prayers 2010-05-24.txt,,
149,2010-05-25,Data/tmp_text_files/UK/Prayers 2010-05-25.txt,,
150,2010-05-26,Data/tmp_text_files/UK/Prayers 2010-05-26.txt,,
151,2010-05-27,Data/tmp_text_files/UK/Prayers 2010-05-27.txt,,
152,2010-06-02,Data/tmp_text_files/UK/Prayers 2010-06-02.txt,,
153,2010-06-03,Data/tmp_text_files/UK/Prayers 2010-06-03.txt,,
154,2010-06-07,Data/tmp_text_files/UK/Prayers 2010-06-07.txt,,
155,2010-06-08,Data/tmp_text_files/UK/Prayers 2010-06-08.txt,,
156,2010-06-07,Data/speeches/UK/rimary School Places 2010-06-07.json,Primary School Places,2.0
157,2010-06-02,Data/speeches/UK/rime Minister 2010-06-02.json,Prime Minister,2.0
158,2010-05-25,Data/tmp_text_files/UK/Principal Deputy Chairman of     Committees 2010-05-25.txt,,
159,2010-06-03,Data/speeches/UK/rostitution 2010-06-03.json,Prostitution,2.0
160,2010-06-07,Data/speeches/UK/upil Premium 2010-06-07.json,Pupil Premium,2.0
161,2010-05-25,Data/tmp_text_files/UK/Queen's     Speech 2010-05-25.txt,,
162,2010-05-26,Data/speeches/UK/ueen's Speech 2010-05-26.json,Queen's Speech,2.0
163,2010-05-27,Data/speeches/UK/ueen's Speech 2010-05-27.json,Queen's Speech,2.0
164,2010-06-02,Data/speeches/UK/ueen's Speech 2010-06-02.json,Queen's Speech,2.0
165,2010-06-03,Data/speeches/UK/ueen's Speech 2010-06-03.json,Queen's Speech,2.0
166,2010-05-25,Data/tmp_text_files/UK/Queen’s Speech 2010-05-25 (1).txt,,
167,2010-05-25,Data/speeches/UK/ueen’s Speech 2010-05-25.json,Queen’s Speech,2.0
168,2010-06-03,Data/speeches/UK/ueen’s Speech 2010-06-03.json,Queen’s Speech,2.0
169,2010-06-07,Data/speeches/UK/ape Defendants (Anonymity) 2010-06-07.json,Rape Defendants (Anonymity),2.0
170,2010-05-26,Data/tmp_text_files/UK/Re-Export Controls Bill [HL] 2010-05-26.txt,,
171,2010-06-03,Data/speeches/UK/egional Development Agencies 2010-06-03.json,Regional Development Agencies,2.0
172,2010-06-03,Data/speeches/UK/egulation 2010-06-03.json,Regulation,2.0
173,2010-06-03,Data/speeches/UK/oyal Mail 2010-06-03.json,Royal Mail,2.0
174,2010-06-02,Data/speeches/UK/ussian Federation 2010-06-02.json,Russian Federation,2.0
175,2010-06-07,Data/speeches/UK/chool Building 2010-06-07.json,School Building,2.0
176,2010-06-07,Data/speeches/UK/chool Discipline 2010-06-07.json,School Discipline,2.0
177,2010-06-08,Data/speeches/UK/chools_ Modern Languages 2010-06-08.json,Schools: Modern Languages,2.0
178,2010-06-07,Data/speeches/UK/cience and Maths Graduates (Teaching) 2010-06-07.json,Science and Maths Graduates (Teaching),2.0
179,2010-06-07,Data/tmp_text_files/UK/Select Committees (Election and Allocation of Chairs) 2010-06-07.txt,,
180,2010-05-26,Data/speeches/UK/elect Committees_ Allocation of Chairs 2010-05-26.json,Select Committees: Allocation of Chairs,2.0
181,2010-05-25,Data/tmp_text_files/UK/Select Vestries Bill 2010-05-25.txt,,
182,2010-06-03,Data/speeches/UK/heffield Forgemasters 2010-06-03.json,Sheffield Forgemasters,2.0
183,2010-06-03,Data/speeches/UK/hootings_ Cumbria 2010-06-03.json,Shootings: Cumbria,2.0
184,2010-05-27,Data/speeches/UK/outhend Borough Council 2010-05-27.json,Southend Borough Council,2.0
185,2010-05-26,Data/tmp_text_files/UK/Speaker’s Statement 2010-05-26.txt,,
186,2010-05-27,Data/tmp_text_files/UK/Speaker’s Statement 2010-05-27.txt,,
187,2010-06-08,Data/tmp_text_files/UK/Speaker’s Statement 2010-06-08.txt,,
188,2010-06-07,Data/speeches/UK/pecial Advisers 2010-06-07.json,Special Advisers,2.0
189,2010-06-07,Data/speeches/UK/pecial Educational Needs 2010-06-07.json,Special Educational Needs,2.0
190,2010-06-02,Data/speeches/UK/udan 2010-06-02.json,Sudan,2.0
191,2010-06-02,Data/speeches/UK/ynthetic Biology 2010-06-02.json,Synthetic Biology,2.0
192,2010-06-08,Data/speeches/UK/ax (Pensioners) 2010-06-08.json,Tax (Pensioners),2.0
193,2010-06-08,Data/speeches/UK/ax Avoidance 2010-06-08.json,Tax Avoidance,2.0
194,2010-06-03,Data/speeches/UK/opical Questions 2010-06-03.json,Topical Questions,2.0
195,2010-06-07,Data/speeches/UK/opical Questions 2010-06-07.json,Topical Questions,2.0
196,2010-06-08,Data/speeches/UK/opical Questions 2010-06-08.json,Topical Questions,2.0
197,2010-06-03,Data/speeches/UK/rain to Gain 2010-06-03.json,Train to Gain,2.0
198,2010-06-08,Data/speeches/UK/reasury 2010-06-08.json,Treasury,2.0
199,2010-06-08,Data/speeches/UK/K_ Competitiveness 2010-06-08.json,UK: Competitiveness,2.0
200,2010-06-07,Data/speeches/UK/niversities_ Funding 2010-06-07.json,Universities: Funding,2.0
201,2010-06-03,Data/speeches/UK/ideo Games Industry (Scotland) 2010-06-03.json,Video Games Industry (Scotland),2.0
202,2010-06-03,Data/speeches/UK/omen Entrepreneurs 2010-06-03.json,Women Entrepreneurs,2.0
